Open,High,Low,Close,Volume,Dividends,Stock Splits,SYMBOL,date
5724.100098,5805.299805,5703.100098,5784,1253695300,0,0,^FTSE,02/08/2008
5784,5789.600098,5681.5,5707.700195,1130377400,0,0,^FTSE,02/11/2008
5707.700195,5910,5707.700195,5910,1473528100,0,0,^FTSE,02/12/2008
5910,5915,5814.799805,5880.100098,1282472300,0,0,^FTSE,02/13/2008
5880.100098,5938.5,5859.399902,5879.299805,1312840500,0,0,^FTSE,02/14/2008
5879.299805,5915,5763.5,5787.600098,1286214100,0,0,^FTSE,02/15/2008
5787.600098,5951.899902,5787.600098,5946.600098,927279200,0,0,^FTSE,02/18/2008
5946.600098,6033.700195,5884.799805,5966.899902,1309517400,0,0,^FTSE,02/19/2008
5966.899902,5966.899902,5847.399902,5893.600098,1480551900,0,0,^FTSE,02/20/2008
5893.600098,6004.399902,5893.600098,5932.200195,1304872400,0,0,^FTSE,02/21/2008
5932.200195,5970.899902,5863.799805,5888.5,1249304500,0,0,^FTSE,02/22/2008
5888.5,6011.700195,5888.5,5999.5,1211085100,0,0,^FTSE,02/25/2008
5999.5,6092.5,5991.600098,6087.399902,1283573200,0,0,^FTSE,02/26/2008
6087.399902,6104.5,5989,6076.5,1508230000,0,0,^FTSE,02/27/2008
6076.5,6090.799805,5960.299805,5965.700195,1555514800,0,0,^FTSE,02/28/2008
5965.700195,5986.200195,5859.299805,5884.299805,1557177300,0,0,^FTSE,02/29/2008
5884.299805,5884.299805,5770.100098,5818.600098,1519244300,0,0,^FTSE,03/03/2008
5818.600098,5872.899902,5719.799805,5767.700195,1555756600,0,0,^FTSE,03/04/2008
5767.700195,5860.5,5763.899902,5853.5,1416583700,0,0,^FTSE,03/05/2008
5853.5,5871.100098,5753.100098,5766.399902,1223869700,0,0,^FTSE,03/06/2008
5766.399902,5766.399902,5655.700195,5699.899902,1553543800,0,0,^FTSE,03/07/2008
5699.899902,5718.799805,5616.600098,5629.100098,1311044000,0,0,^FTSE,03/10/2008
5629.100098,5783.399902,5629.100098,5690.399902,1752461600,0,0,^FTSE,03/11/2008
5690.399902,5812.700195,5690.399902,5776.399902,1421371500,0,0,^FTSE,03/12/2008
5776.399902,5776.399902,5628.899902,5692.399902,1628702300,0,0,^FTSE,03/13/2008
5692.399902,5782,5595.799805,5631.700195,1551275000,0,0,^FTSE,03/14/2008
5631.700195,5631.700195,5414.399902,5414.399902,2058764200,0,0,^FTSE,03/17/2008
5414.399902,5610,5414.399902,5605.799805,1660294700,0,0,^FTSE,03/18/2008
5605.799805,5653.600098,5524.799805,5545.600098,2127270700,0,0,^FTSE,03/19/2008
5545.600098,5545.600098,5461.899902,5495.200195,2137214900,0,0,^FTSE,03/20/2008
5495.200195,5704.299805,5495.200195,5689.100098,1962218800,0,0,^FTSE,03/25/2008
5689.100098,5689.100098,5639.100098,5660.399902,1499881500,0,0,^FTSE,03/26/2008
5660.399902,5735,5650.899902,5717.5,1419002900,0,0,^FTSE,03/27/2008
5717.5,5747.200195,5673.700195,5692.899902,1045046100,0,0,^FTSE,03/28/2008
5692.899902,5715.100098,5585.600098,5702.100098,1374906100,0,0,^FTSE,03/31/2008
5702.100098,5865.799805,5670.399902,5852.600098,1473810600,0,0,^FTSE,04/01/2008
5852.600098,5920.100098,5827.200195,5915.899902,1317727800,0,0,^FTSE,04/02/2008
5915.899902,5935.200195,5864,5891.299805,1065812900,0,0,^FTSE,04/03/2008
5891.299805,5948,5888,5947.100098,954743500,0,0,^FTSE,04/04/2008
5947.100098,6014.799805,5947.100098,6014.799805,946532600,0,0,^FTSE,04/07/2008
6014.799805,6014.799805,5942.200195,5990.200195,934849000,0,0,^FTSE,04/08/2008
5990.200195,6015.600098,5947.200195,5983.899902,955804900,0,0,^FTSE,04/09/2008
5983.899902,6003.200195,5881.899902,5965.100098,1231191200,0,0,^FTSE,04/10/2008
5965.100098,6016.299805,5866.100098,5895.5,1228298000,0,0,^FTSE,04/11/2008
5895.5,5895.5,5827,5831.600098,1071624800,0,0,^FTSE,04/14/2008
5831.600098,5943.299805,5831.600098,5906.899902,1265418200,0,0,^FTSE,04/15/2008
5906.899902,6046.200195,5906.899902,6046.200195,1274744100,0,0,^FTSE,04/16/2008
6046.200195,6086.399902,5973.899902,5980.399902,1341988600,0,0,^FTSE,04/17/2008
5980.399902,6062.100098,5974.299805,6056.600098,1420110900,0,0,^FTSE,04/18/2008
6056.5,6089.5,6021.200195,6053,1173183800,0,0,^FTSE,04/21/2008
6053,6072,6007.5,6034.700195,1035231500,0,0,^FTSE,04/22/2008
6034.700195,6083.600098,5978.799805,6083.600098,1353681300,0,0,^FTSE,04/23/2008
6083.600098,6083.600098,5951.899902,6050.700195,1145619200,0,0,^FTSE,04/24/2008
6050.700195,6098.799805,6045.5,6091.399902,1147801700,0,0,^FTSE,04/25/2008
6091.399902,6134.5,6083.5,6090.399902,781898500,0,0,^FTSE,04/28/2008
6090.399902,6133.5,6051.600098,6089.399902,997915900,0,0,^FTSE,04/29/2008
6089.399902,6120.299805,6035.799805,6087.299805,1156154900,0,0,^FTSE,04/30/2008
6087.299805,6118.200195,6066,6087.299805,579075100,0,0,^FTSE,05/01/2008
6087.299805,6223.899902,6087.299805,6215.5,1199047200,0,0,^FTSE,05/02/2008
6215.5,6233.700195,6155.899902,6215.299805,1079620600,0,0,^FTSE,05/06/2008
6215.200195,6275,6214.100098,6261,1036822500,0,0,^FTSE,05/07/2008
6256.5,6273.299805,6217,6270.799805,1054319900,0,0,^FTSE,05/08/2008
6270.799805,6270.799805,6167.600098,6204.700195,964963800,0,0,^FTSE,05/09/2008
6204.700195,6251.899902,6184.799805,6220.700195,678570800,0,0,^FTSE,05/12/2008
6220.600098,6268.100098,6142.299805,6211.899902,1047796100,0,0,^FTSE,05/13/2008
6211.899902,6253.100098,6167.899902,6216,1161774500,0,0,^FTSE,05/14/2008
6216,6258.5,6168.799805,6251.799805,1137169800,0,0,^FTSE,05/15/2008
6251.799805,6348.600098,6251.799805,6304.299805,1197060400,0,0,^FTSE,05/16/2008
6304.299805,6377,6302.799805,6376.5,1110917200,0,0,^FTSE,05/19/2008
6376.5,6376.5,6191.600098,6191.600098,1350917600,0,0,^FTSE,05/20/2008
6191.600098,6257.299805,6183.5,6198.100098,1354508100,0,0,^FTSE,05/21/2008
6198.100098,6226.200195,6159.399902,6181.600098,1551634900,0,0,^FTSE,05/22/2008
6181.600098,6182.899902,6087.299805,6087.299805,1133052000,0,0,^FTSE,05/23/2008
6087.299805,6141.700195,6048.700195,6058.5,1296141700,0,0,^FTSE,05/27/2008
6058.5,6122.200195,6052.5,6069.600098,1344845200,0,0,^FTSE,05/28/2008
6069.600098,6130.5,6041.100098,6068.100098,1377029000,0,0,^FTSE,05/29/2008
6068.100098,6111.600098,6044.700195,6053.5,1650279300,0,0,^FTSE,05/30/2008
6053.5,6060.799805,5978.399902,6007.600098,1276716500,0,0,^FTSE,06/02/2008
6007.600098,6059,5993.299805,6057.700195,1331720300,0,0,^FTSE,06/03/2008
6057.700195,6057.700195,5933.299805,5970.100098,1609778100,0,0,^FTSE,06/04/2008
5970.100098,6005.100098,5941,5995.299805,1435388200,0,0,^FTSE,06/05/2008
5995.299805,6074.5,5906.5,5906.799805,1377027700,0,0,^FTSE,06/06/2008
5902.899902,5938.5,5869.600098,5877.600098,1309997000,0,0,^FTSE,06/09/2008
5869.799805,5873.200195,5813.399902,5827.299805,1327050900,0,0,^FTSE,06/10/2008
5847.399902,5859.399902,5708.299805,5723.299805,1940035400,0,0,^FTSE,06/11/2008
5725.5,5797.799805,5719.799805,5790.5,1871306800,0,0,^FTSE,06/12/2008
5793.700195,5818.299805,5719.5,5802.799805,1353586500,0,0,^FTSE,06/13/2008
5802.799805,5832.600098,5759.600098,5794.600098,1256900700,0,0,^FTSE,06/16/2008
5794.600098,5930.299805,5794.600098,5861.899902,1313063800,0,0,^FTSE,06/17/2008
5861.899902,5861.899902,5735.399902,5756.899902,1316636300,0,0,^FTSE,06/18/2008
5756.899902,5786.399902,5707.200195,5708.399902,1438710400,0,0,^FTSE,06/19/2008
5708.399902,5731.899902,5597,5620.799805,1691661700,0,0,^FTSE,06/20/2008
5620.799805,5679.200195,5603.200195,5667.200195,1288587600,0,0,^FTSE,06/23/2008
5667.200195,5693.799805,5581.600098,5634.700195,1606101000,0,0,^FTSE,06/24/2008
5634.700195,5669.600098,5634.700195,5666.100098,1527032700,0,0,^FTSE,06/25/2008
5666.100098,5666.100098,5518.200195,5518.200195,1603238500,0,0,^FTSE,06/26/2008
5518.200195,5555.200195,5470.899902,5530,1672463300,0,0,^FTSE,06/27/2008
5529.899902,5625.899902,5520.200195,5625.899902,1411196700,0,0,^FTSE,06/30/2008
5625.899902,5625.899902,5466.299805,5479.899902,1766869500,0,0,^FTSE,07/01/2008
5479.899902,5566.799805,5426.299805,5426.299805,1775171700,0,0,^FTSE,07/02/2008
5426.299805,5490.600098,5358.5,5476.600098,1778459100,0,0,^FTSE,07/03/2008
5476.600098,5490.200195,5394,5412.799805,964763400,0,0,^FTSE,07/04/2008
5412.799805,5516.399902,5400.100098,5512.700195,1185721300,0,0,^FTSE,07/07/2008
5512.700195,5512.700195,5358.700195,5440.5,1556629000,0,0,^FTSE,07/08/2008
5440.5,5538.200195,5440.5,5529.600098,1482113500,0,0,^FTSE,07/09/2008
5529.600098,5529.600098,5392.600098,5406.799805,1468540900,0,0,^FTSE,07/10/2008
5406.799805,5461.799805,5261.600098,5261.600098,1686940500,0,0,^FTSE,07/11/2008
5261.600098,5373.200195,5261.600098,5300.399902,1328602600,0,0,^FTSE,07/14/2008
5300.399902,5300.399902,5119,5171.899902,2028827300,0,0,^FTSE,07/15/2008
5171.899902,5210.100098,5071.100098,5150.600098,2107222500,0,0,^FTSE,07/16/2008
5150.600098,5320.5,5150.600098,5286.299805,2068339400,0,0,^FTSE,07/17/2008
5286.299805,5376.399902,5216.600098,5376.399902,2061723500,0,0,^FTSE,07/18/2008
5376.399902,5445.799805,5334.600098,5404.299805,1609590000,0,0,^FTSE,07/21/2008
5404.299805,5404.299805,5282.799805,5364.200195,1931906300,0,0,^FTSE,07/22/2008
5364.100098,5467.200195,5364.100098,5449.899902,2126534100,0,0,^FTSE,07/23/2008
5449.899902,5463.700195,5345.100098,5362.299805,1729970900,0,0,^FTSE,07/24/2008
5362.299805,5375.200195,5291.399902,5352.600098,1662768600,0,0,^FTSE,07/25/2008
5352.600098,5365.799805,5308.399902,5312.600098,1076152400,0,0,^FTSE,07/28/2008
5312.600098,5354.600098,5261.399902,5319.200195,1507025700,0,0,^FTSE,07/29/2008
5319.200195,5435.899902,5319.200195,5420.700195,1458308300,0,0,^FTSE,07/30/2008
5420.700195,5456.100098,5371.299805,5411.899902,1768570800,0,0,^FTSE,07/31/2008
5411.899902,5411.899902,5321.299805,5354.700195,1341947000,0,0,^FTSE,08/01/2008
5354.700195,5414.700195,5310.299805,5320.200195,972098300,0,0,^FTSE,08/04/2008
5320.200195,5454.5,5299.700195,5454.5,1655153000,0,0,^FTSE,08/05/2008
5454.5,5498.600098,5440.100098,5486.100098,1634412000,0,0,^FTSE,08/06/2008
5486.100098,5539.299805,5450.899902,5477.5,1552156300,0,0,^FTSE,08/07/2008
5477.5,5507.200195,5410.799805,5489.200195,1416347700,0,0,^FTSE,08/08/2008
5489.200195,5541.799805,5477.700195,5541.799805,1121815600,0,0,^FTSE,08/11/2008
5541.799805,5569.200195,5491.299805,5534.5,1249922700,0,0,^FTSE,08/12/2008
5534.5,5534.5,5437.100098,5448.600098,1399163100,0,0,^FTSE,08/13/2008
5448.600098,5539.600098,5445.600098,5497.5,1127815700,0,0,^FTSE,08/14/2008
5497.399902,5538.799805,5432.200195,5454.799805,964805800,0,0,^FTSE,08/15/2008
5454.799805,5498.700195,5425.299805,5450.200195,727068400,0,0,^FTSE,08/18/2008
5450.200195,5450.200195,5317.100098,5320.399902,1162376400,0,0,^FTSE,08/19/2008
5320.399902,5384.200195,5320.399902,5371.799805,1086011900,0,0,^FTSE,08/20/2008
5371.799805,5408,5311.399902,5370.200195,1011026700,0,0,^FTSE,08/21/2008
5370.200195,5505.600098,5368,5505.600098,1024330800,0,0,^FTSE,08/22/2008
5505.600098,5505.600098,5369.299805,5470.700195,963908000,0,0,^FTSE,08/26/2008
5470.700195,5540.799805,5434.700195,5528.200195,879705700,0,0,^FTSE,08/27/2008
5528.100098,5634,5496.899902,5601.200195,1096926400,0,0,^FTSE,08/28/2008
5601.200195,5649.100098,5587.399902,5636.600098,1109943000,0,0,^FTSE,08/29/2008
5636.600098,5636.600098,5573.799805,5602.799805,590551600,0,0,^FTSE,09/01/2008
5602.799805,5646.5,5574.899902,5620.700195,1346424400,0,0,^FTSE,09/02/2008
5620.700195,5620.700195,5492.100098,5499.700195,1257405100,0,0,^FTSE,09/03/2008
5499.700195,5541.700195,5362.100098,5362.100098,1422706900,0,0,^FTSE,09/04/2008
5362.100098,5362.100098,5227.600098,5240.700195,1653449200,0,0,^FTSE,09/05/2008
5240.700195,5447.600098,5240.700195,5446.299805,808056600,0,0,^FTSE,09/08/2008
5446.299805,5524.799805,5386.899902,5415.600098,2008764300,0,0,^FTSE,09/09/2008
5415.600098,5419.5,5327.799805,5366.200195,1580677400,0,0,^FTSE,09/10/2008
5366.200195,5377.899902,5258.100098,5318.399902,1448798000,0,0,^FTSE,09/11/2008
5318.399902,5416.700195,5318.399902,5416.700195,1375294800,0,0,^FTSE,09/12/2008
5416.700195,5416.700195,5124.899902,5204.200195,2087491500,0,0,^FTSE,09/15/2008
5204.200195,5204.200195,4961.200195,5025.600098,2146099200,0,0,^FTSE,09/16/2008
5025.600098,5124.399902,4903.299805,4912.399902,2146561800,0,0,^FTSE,09/17/2008
4912.399902,5015.899902,4860.700195,4880,2145521500,0,0,^FTSE,09/18/2008
4880,5351.200195,4857.100098,5311.299805,2147443000,0,0,^FTSE,09/19/2008
5311.299805,5339.299805,5236.299805,5236.299805,1294511600,0,0,^FTSE,09/22/2008
5236.299805,5236.299805,5076.299805,5136.100098,1502159100,0,0,^FTSE,09/23/2008
5136.100098,5167.399902,5087.299805,5095.600098,1257289700,0,0,^FTSE,09/24/2008
5095.600098,5211.600098,5060.700195,5197,1427808500,0,0,^FTSE,09/25/2008
5197,5197,5057.299805,5088.5,1124378400,0,0,^FTSE,09/26/2008
5088.5,5088.5,4818.799805,4818.799805,1511330500,0,0,^FTSE,09/29/2008
4818.799805,4953.399902,4671,4902.5,1767073100,0,0,^FTSE,09/30/2008
4902.5,5012.200195,4891.5,4959.600098,1532944200,0,0,^FTSE,10/01/2008
4959.600098,5052,4862.100098,4870.299805,1320100800,0,0,^FTSE,10/02/2008
4870.299805,5003.899902,4832.100098,4980.299805,1565085200,0,0,^FTSE,10/03/2008
4980.299805,4980.299805,4549.700195,4589.200195,1787422600,0,0,^FTSE,10/06/2008
4589.200195,4745,4517.5,4605.200195,2142946900,0,0,^FTSE,10/07/2008
4605.200195,4654.200195,4245.299805,4366.700195,2146613600,0,0,^FTSE,10/08/2008
4366.700195,4512.5,4274.399902,4313.799805,1899237600,0,0,^FTSE,10/09/2008
4313.799805,4313.799805,3874,3932.100098,2146499000,0,0,^FTSE,10/10/2008
3932.100098,4256.899902,3932.100098,4256.899902,2075277200,0,0,^FTSE,10/13/2008
4256.899902,4534.399902,4256.899902,4394.200195,2146346200,0,0,^FTSE,10/14/2008
4394.200195,4394.200195,4052,4079.600098,1647590200,0,0,^FTSE,10/15/2008
4079.600098,4079.600098,3808.100098,3861.399902,1996479500,0,0,^FTSE,10/16/2008
3861.399902,4077.600098,3861.300049,4063,1843477100,0,0,^FTSE,10/17/2008
4063,4282.700195,4063,4282.700195,1455710000,0,0,^FTSE,10/20/2008
4282.700195,4347.700195,4212.399902,4229.700195,1277220500,0,0,^FTSE,10/21/2008
4229.700195,4229.700195,4031.800049,4040.899902,1446139800,0,0,^FTSE,10/22/2008
4040.899902,4108.399902,3927.600098,4087.800049,1459891500,0,0,^FTSE,10/23/2008
4087.800049,4087.800049,3715.199951,3883.399902,1831994500,0,0,^FTSE,10/24/2008
3883.399902,3911.600098,3665.199951,3852.600098,1399046900,0,0,^FTSE,10/27/2008
3852.600098,4034,3847.600098,3926.399902,1592948500,0,0,^FTSE,10/28/2008
3926.399902,4242.5,3926.399902,4242.5,1667125900,0,0,^FTSE,10/29/2008
4242.5,4352.5,4200.200195,4291.700195,1362674800,0,0,^FTSE,10/30/2008
4291.700195,4383.899902,4195.200195,4377.299805,1679929300,0,0,^FTSE,10/31/2008
4377.299805,4443.299805,4348.299805,4443.299805,1234386600,0,0,^FTSE,11/03/2008
4443.299805,4639.5,4404.200195,4639.5,1491548400,0,0,^FTSE,11/04/2008
4639.5,4639.5,4495.700195,4530.700195,1154229400,0,0,^FTSE,11/05/2008
4530.700195,4530.700195,4260.299805,4272.399902,1680698800,0,0,^FTSE,11/06/2008
4272.399902,4408.100098,4263.799805,4365,1296014000,0,0,^FTSE,11/07/2008
4365,4524.899902,4365,4403.899902,1094586600,0,0,^FTSE,11/10/2008
4403.899902,4403.899902,4231.5,4246.700195,1320599800,0,0,^FTSE,11/11/2008
4246.700195,4333.399902,4134.5,4182,1441079400,0,0,^FTSE,11/12/2008
4182,4198.700195,4079.600098,4169.200195,1418693100,0,0,^FTSE,11/13/2008
4169.200195,4342.299805,4169.200195,4233,1228154100,0,0,^FTSE,11/14/2008
4233,4236.399902,4110.700195,4132.200195,1089892900,0,0,^FTSE,11/17/2008
4132.200195,4208.600098,4033.399902,4208.600098,1316071900,0,0,^FTSE,11/18/2008
4208.600098,4213.200195,3999.100098,4005.699951,1387899700,0,0,^FTSE,11/19/2008
4005.699951,4005.699951,3812.199951,3875,1571801800,0,0,^FTSE,11/20/2008
3875,3946.699951,3734.100098,3781,1618276800,0,0,^FTSE,11/21/2008
3781,4153.100098,3781,4153,1635116900,0,0,^FTSE,11/24/2008
4153,4268.299805,4069.300049,4171.299805,1901669700,0,0,^FTSE,11/25/2008
4171.299805,4198.700195,4050.699951,4152.700195,1167340700,0,0,^FTSE,11/26/2008
4152.700195,4241.700195,4152.700195,4226.100098,781558100,0,0,^FTSE,11/27/2008
4226.100098,4288,4192.5,4288,941523500,0,0,^FTSE,11/28/2008
4288,4288,4038.5,4065.5,1041732400,0,0,^FTSE,12/01/2008
4065.5,4137.100098,3973.300049,4122.899902,1586775900,0,0,^FTSE,12/02/2008
4122.899902,4190.899902,4042.300049,4170,1201073200,0,0,^FTSE,12/03/2008
4170,4261.100098,4090,4163.600098,1270801100,0,0,^FTSE,12/04/2008
4163.600098,4163.600098,4002.199951,4049.399902,1116563100,0,0,^FTSE,12/05/2008
4049.399902,4318,4049.399902,4300.100098,1243254600,0,0,^FTSE,12/08/2008
4300.100098,4413,4232.600098,4381.299805,1106828700,0,0,^FTSE,12/09/2008
4381.299805,4407.100098,4330,4367.299805,1097104600,0,0,^FTSE,12/10/2008
4367.299805,4430.299805,4307.799805,4388.700195,1054034600,0,0,^FTSE,12/11/2008
4388.700195,4388.700195,4201.899902,4280.399902,1101084700,0,0,^FTSE,12/12/2008
4280.399902,4340.700195,4238.899902,4277.600098,871526200,0,0,^FTSE,12/15/2008
4277.600098,4330.100098,4246.100098,4309.100098,929308900,0,0,^FTSE,12/16/2008
4309.100098,4341.100098,4231.100098,4324.200195,1135986200,0,0,^FTSE,12/17/2008
4324.200195,4352.700195,4282.600098,4330.700195,1089176000,0,0,^FTSE,12/18/2008
4330.700195,4330.700195,4200.700195,4286.899902,1576532200,0,0,^FTSE,12/19/2008
4286.899902,4305.399902,4219.799805,4249.200195,767254400,0,0,^FTSE,12/22/2008
4249.200195,4307.100098,4244.200195,4256,607289600,0,0,^FTSE,12/23/2008
4216.600098,4326.299805,4216.600098,4319.399902,441106800,0,0,^FTSE,12/29/2008
4319.399902,4406.100098,4319.399902,4392.700195,430343900,0,0,^FTSE,12/30/2008
4434.200195,4561.799805,4430,4561.799805,407295500,0,0,^FTSE,01/02/2009
4561.799805,4618.100098,4520.799805,4579.600098,836676100,0,0,^FTSE,01/05/2009
4579.600098,4675.700195,4562,4638.899902,1036086000,0,0,^FTSE,01/06/2009
4638.899902,4638.899902,4478,4507.5,1059568400,0,0,^FTSE,01/07/2009
4507.5,4514.700195,4410.5,4505.399902,923008000,0,0,^FTSE,01/08/2009
4505.399902,4534.799805,4431.899902,4448.5,979530100,0,0,^FTSE,01/09/2009
4448.5,4471.299805,4402.299805,4426.200195,785473900,0,0,^FTSE,01/12/2009
4426.200195,4426.200195,4321.299805,4399.200195,928429000,0,0,^FTSE,01/13/2009
4399.200195,4426.5,4115.399902,4180.600098,1309107200,0,0,^FTSE,01/14/2009
4180.600098,4199.399902,4090.899902,4121.100098,1247030300,0,0,^FTSE,01/15/2009
4121.100098,4251.700195,4121.100098,4147.100098,1380947500,0,0,^FTSE,01/16/2009
4147.100098,4251.899902,4032.399902,4108.5,1879365100,0,0,^FTSE,01/19/2009
4108.5,4184.299805,4060.600098,4091.399902,2078463800,0,0,^FTSE,01/20/2009
4091.399902,4112.799805,4001.399902,4059.899902,2068435600,0,0,^FTSE,01/21/2009
4059.899902,4153.899902,4046.399902,4052.199951,1614858900,0,0,^FTSE,01/22/2009
4052.199951,4070.800049,3956.699951,4052.5,1508583500,0,0,^FTSE,01/23/2009
4052.5,4225.200195,4039.399902,4209,1524347800,0,0,^FTSE,01/26/2009
4209,4211,4130.799805,4194.399902,1264648400,0,0,^FTSE,01/27/2009
4194.399902,4317.600098,4194.399902,4295.200195,1714540500,0,0,^FTSE,01/28/2009
4295.200195,4295.200195,4147.700195,4190.100098,1387667200,0,0,^FTSE,01/29/2009
4190.100098,4228,4125.200195,4149.600098,1496062700,0,0,^FTSE,01/30/2009
4149.600098,4149.600098,4036.899902,4077.800049,929235800,0,0,^FTSE,02/02/2009
4077.800049,4173.200195,4043.399902,4164.5,1085343300,0,0,^FTSE,02/03/2009
4164.5,4262.700195,4160.399902,4228.600098,1196794000,0,0,^FTSE,02/04/2009
4228.600098,4235.299805,4133.5,4228.899902,1216188700,0,0,^FTSE,02/05/2009
4228.899902,4330.700195,4225.600098,4291.899902,1412522900,0,0,^FTSE,02/06/2009
4291.899902,4334,4244,4307.600098,1158075200,0,0,^FTSE,02/09/2009
4307.600098,4309.5,4210.5,4213.100098,1113424800,0,0,^FTSE,02/10/2009
4213.100098,4244.5,4182.100098,4234.299805,977770500,0,0,^FTSE,02/11/2009
4234.299805,4234.299805,4135.100098,4202.200195,1326826700,0,0,^FTSE,02/12/2009
4202.200195,4291.600098,4168,4189.600098,1461771800,0,0,^FTSE,02/13/2009
4189.600098,4189.600098,4127.299805,4134.799805,765927300,0,0,^FTSE,02/16/2009
4134.799805,4134.799805,3995.399902,4034.100098,1226667200,0,0,^FTSE,02/17/2009
4034.100098,4056.5,3938.100098,4006.800049,1275963400,0,0,^FTSE,02/18/2009
4006.800049,4045.199951,3983.899902,4018.399902,1173914600,0,0,^FTSE,02/19/2009
4018.399902,4018.399902,3877.800049,3889.100098,1300936100,0,0,^FTSE,02/20/2009
3889.100098,3960,3844.899902,3850.699951,985111800,0,0,^FTSE,02/23/2009
3850.699951,3852.300049,3772.5,3816.399902,1082778200,0,0,^FTSE,02/24/2009
3816.399902,3884.100098,3803.899902,3849,1190213600,0,0,^FTSE,02/25/2009
3849,3948.199951,3849,3915.600098,2078195900,0,0,^FTSE,02/26/2009
3915.600098,3915.600098,3760.699951,3830.100098,1662560900,0,0,^FTSE,02/27/2009
3830.100098,3830.100098,3625.800049,3625.800049,1489096600,0,0,^FTSE,03/02/2009
3625.800049,3676.899902,3497.300049,3512.100098,1550463500,0,0,^FTSE,03/03/2009
3512.100098,3649.5,3512.100098,3645.899902,1282906500,0,0,^FTSE,03/04/2009
3645.899902,3645.899902,3526.399902,3529.899902,1517533900,0,0,^FTSE,03/05/2009
3529.899902,3590.199951,3492.100098,3530.699951,1594394000,0,0,^FTSE,03/06/2009
3530.699951,3564.800049,3460.699951,3542.399902,1567503300,0,0,^FTSE,03/09/2009
3542.399902,3726.300049,3516.300049,3715.199951,1622535500,0,0,^FTSE,03/10/2009
3715.199951,3763.199951,3652,3693.800049,1596496900,0,0,^FTSE,03/11/2009
3693.800049,3725.600098,3616.5,3712.100098,1414332600,0,0,^FTSE,03/12/2009
3712.100098,3816,3712.100098,3753.699951,1333680700,0,0,^FTSE,03/13/2009
3753.699951,3864,3753.699951,3864,1178182100,0,0,^FTSE,03/16/2009
3864,3864,3793.100098,3857.100098,1176227300,0,0,^FTSE,03/17/2009
3857.100098,3901.699951,3768.5,3805,1211937900,0,0,^FTSE,03/18/2009
3805,3912.600098,3793.699951,3816.899902,2067532600,0,0,^FTSE,03/19/2009
3816.899902,3854.899902,3777.699951,3842.899902,2098960900,0,0,^FTSE,03/20/2009
3842.899902,3978.600098,3842.899902,3952.800049,1437096700,0,0,^FTSE,03/23/2009
3952.800049,3992.399902,3878.399902,3911.5,1405266400,0,0,^FTSE,03/24/2009
3911.5,3939.199951,3853,3900.300049,1320622600,0,0,^FTSE,03/25/2009
3900.300049,3929.5,3877.800049,3925.199951,1425099300,0,0,^FTSE,03/26/2009
3925.199951,3950.300049,3877.600098,3898.899902,1489157700,0,0,^FTSE,03/27/2009
